"subject" "activity" "signal" "domain" "variable" "variablemean"
"10875" 28 "standing" "BodyGyroY" "frequency" "mean" -0.948160785316456
"10876" 28 "standing" "BodyGyroY" "frequency" "standarddeviation" -0.936101609113924
"10877" 28 "standing" "BodyGyroY" "time" "mean" -0.0739001646962025
"10878" 28 "standing" "BodyGyroY" "time" "standarddeviation" -0.940006320126582
"10879" 28 "standing" "BodyGyroZ" "frequency" "mean" -0.926655192405063
"10880" 28 "standing" "BodyGyroZ" "frequency" "standarddeviation" -0.932039083037975
"10881" 28 "standing" "BodyGyroZ" "time" "mean" 0.0865173111012658
"10882" 28 "standing" "BodyGyroZ" "time" "standarddeviation" -0.925491442911392
"10883" 28 "standing" "GravityAccMag" "time" "mean" -0.92547165164557
"10884" 28 "standing" "GravityAccMag" "time" "standarddeviation" -0.917658334177215
"10885" 28 "standing" "GravityAccX" "time" "mean" 0.948514848481013
"10886" 28 "standing" "GravityAccX" "time" "standarddeviation" -0.990059426582279
"10887" 28 "standing" "GravityAccY" "time" "mean" -0.247656166582278
"10888" 28 "standing" "GravityAccY" "time" "standarddeviation" -0.962801441898734
"10889" 28 "standing" "GravityAccZ" "time" "mean" -0.0385830501632911
"10890" 28 "standing" "GravityAccZ" "time" "standarddeviation" -0.951782181518987
"10891" 28 "walking" "BodyAccJerkMag" "frequency" "mean" -0.360811456296296
"10892" 28 "walking" "BodyAccJerkMag" "frequency" "standarddeviation" -0.436273009814815
"10893" 28 "walking" "BodyAccJerkMag" "time" "mean" -0.299223359444444
"10894" 28 "walking" "BodyAccJerkMag" "time" "standarddeviation" -0.390449724259259
"10895" 28 "walking" "BodyAccJerkX" "frequency" "mean" -0.36260198037037
"10896" 28 "walking" "BodyAccJerkX" "frequency" "standarddeviation" -0.367116416481481
"10897" 28 "walking" "BodyAccJerkX" "time" "mean" 0.0931122231851852
"10898" 28 "walking" "BodyAccJerkX" "time" "standarddeviation" -0.335700184259259
"10899" 28 "walking" "BodyAccJerkY" "frequency" "mean" -0.294548344814815
"10900" 28 "walking" "BodyAccJerkY" "frequency" "standarddeviation" -0.191757503603704
"10901" 28 "walking" "BodyAccJerkY" "time" "mean" 0.0226486602722222
"10902" 28 "walking" "BodyAccJerkY" "time" "standarddeviation" -0.220123120851852
"10903" 28 "walking" "BodyAccJerkZ" "frequency" "mean" -0.498754491111111
"10904" 28 "walking" "BodyAccJerkZ" "frequency" "standarddeviation" -0.574579748518519
"10905" 28 "walking" "BodyAccJerkZ" "time" "mean" -0.00762915201666667
"10906" 28 "walking" "BodyAccJerkZ" "time" "standarddeviation" -0.537470471666667
"10907" 28 "walking" "BodyAccMag" "frequency" "mean" -0.352156841666667
"10908" 28 "walking" "BodyAccMag" "frequency" "standarddeviation" -0.511573670555556
"10909" 28 "walking" "BodyAccMag" "time" "mean" -0.1806660203
"10910" 28 "walking" "BodyAccMag" "time" "standarddeviation" -0.39269402
"10911" 28 "walking" "BodyAccX" "frequency" "mean" -0.280062182962963
"10912" 28 "walking" "BodyAccX" "frequency" "standarddeviation" -0.298832423148148
"10913" 28 "walking" "BodyAccX" "time" "mean" 0.281228223888889
"10914" 28 "walking" "BodyAccX" "time" "standarddeviation" -0.293003522222222
"10915" 28 "walking" "BodyAccY" "frequency" "mean" -0.127912276044444
"10916" 28 "walking" "BodyAccY" "frequency" "standarddeviation" -0.168789019540741
"10917" 28 "walking" "BodyAccY" "time" "mean" -0.0156759722981481
"10918" 28 "walking" "BodyAccY" "time" "standarddeviation" -0.117886186425926
"10919" 28 "walking" "BodyAccZ" "frequency" "mean" -0.356337638518519
"10920" 28 "walking" "BodyAccZ" "frequency" "standarddeviation" -0.326046195925926
"10921" 28 "walking" "BodyAccZ" "time" "mean" -0.103714705396296
"10922" 28 "walking" "BodyAccZ" "time" "standarddeviation" -0.300928395925926
"10923" 28 "walking" "BodyGyroJerkMag" "frequency" "mean" -0.595965103703704
"10924" 28 "walking" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.589071730555556
"10925" 28 "walking" "BodyGyroJerkMag" "time" "mean" -0.546248758518519
"10926" 28 "walking" "BodyGyroJerkMag" "time" "standarddeviation" -0.579861194259259
"10927" 28 "walking" "BodyGyroJerkX" "time" "mean" -0.092974671262963
"10928" 28 "walking" "BodyGyroJerkX" "time" "standarddeviation" -0.399417082777778
"10929" 28 "walking" "BodyGyroJerkY" "time" "mean" -0.0515394449611111
"10930" 28 "walking" "BodyGyroJerkY" "time" "standarddeviation" -0.639018554444444
"10931" 28 "walking" "BodyGyroJerkZ" "time" "mean" -0.0593552479814815
"10932" 28 "walking" "BodyGyroJerkZ" "time" "standarddeviation" -0.440927899259259
"10933" 28 "walking" "BodyGyroMag" "frequency" "mean" -0.514602424814815
"10934" 28 "walking" "BodyGyroMag" "frequency" "standarddeviation" -0.516811574074074
"10935" 28 "walking" "BodyGyroMag" "time" "mean" -0.310775945814815
"10936" 28 "walking" "BodyGyroMag" "time" "standarddeviation" -0.460511661296296
"10937" 28 "walking" "BodyGyroX" "frequency" "mean" -0.374681071666667
"10938" 28 "walking" "BodyGyroX" "frequency" "standarddeviation" -0.545480217777778
"10939" 28 "walking" "BodyGyroX" "time" "mean" -0.105896207861111
"10940" 28 "walking" "BodyGyroX" "time" "standarddeviation" -0.503798624074074
"10941" 28 "walking" "BodyGyroY" "frequency" "mean" -0.50468173962963
"10942" 28 "walking" "BodyGyroY" "frequency" "standarddeviation" -0.497470739444444
"10943" 28 "walking" "BodyGyroY" "time" "mean" -0.0172822168012963
"10944" 28 "walking" "BodyGyroY" "time" "standarddeviation" -0.497684006666667
"10945" 28 "walking" "BodyGyroZ" "frequency" "mean" -0.255029045018519
"10946" 28 "walking" "BodyGyroZ" "frequency" "standarddeviation" -0.308243390425926
"10947" 28 "walking" "BodyGyroZ" "time" "mean" 0.116065910925926
"10948" 28 "walking" "BodyGyroZ" "time" "standarddeviation" -0.242601384618519
"10949" 28 "walking" "GravityAccMag" "time" "mean" -0.1806660203
"10950" 28 "walking" "GravityAccMag" "time" "standarddeviation" -0.39269402
"10951" 28 "walking" "GravityAccX" "time" "mean" 0.942930275555556
"10952" 28 "walking" "GravityAccX" "time" "standarddeviation" -0.976693902592593
"10953" 28 "walking" "GravityAccY" "time" "mean" -0.229316151481481
"10954" 28 "walking" "GravityAccY" "time" "standarddeviation" -0.968780859814815
"10955" 28 "walking" "GravityAccZ" "time" "mean" -0.125912861222222
"10956" 28 "walking" "GravityAccZ" "time" "standarddeviation" -0.944225031851852
"10957" 28 "walking downstairs" "BodyAccJerkMag" "frequency" "mean" -0.0128823827326087
"10958" 28 "walking downstairs" "BodyAccJerkMag" "frequency" "standarddeviation" -0.0883598523695652
"10959" 28 "walking downstairs" "BodyAccJerkMag" "time" "mean" -0.0707560279130435
"10960" 28 "walking downstairs" "BodyAccJerkMag" "time" "standarddeviation" -0.0418872609934783
"10961" 28 "walking downstairs" "BodyAccJerkX" "frequency" "mean" -0.0268676982326087
"10962" 28 "walking downstairs" "BodyAccJerkX" "frequency" "standarddeviation" -0.0980112293695652
"10963" 28 "walking downstairs" "BodyAccJerkX" "time" "mean" 0.0972653457891304
"10964" 28 "walking downstairs" "BodyAccJerkX" "time" "standarddeviation" -0.0167652227782609
"10965" 28 "walking downstairs" "BodyAccJerkY" "frequency" "mean" -0.0127039720456522
"10966" 28 "walking downstairs" "BodyAccJerkY" "frequency" "standarddeviation" -0.00175391954565217
"10967" 28 "walking downstairs" "BodyAccJerkY" "time" "mean" 0.0143450903413043
"10968" 28 "walking downstairs" "BodyAccJerkY" "time" "standarddeviation" 0.0265530133695652
"10969" 28 "walking downstairs" "BodyAccJerkZ" "frequency" "mean" -0.365287434717391
"10970" 28 "walking downstairs" "BodyAccJerkZ" "frequency" "standarddeviation" -0.48848835173913
"10971" 28 "walking downstairs" "BodyAccJerkZ" "time" "mean" 0.00123950141304348
"10972" 28 "walking downstairs" "BodyAccJerkZ" "time" "standarddeviation" -0.427053261304348
"10973" 28 "walking downstairs" "BodyAccMag" "frequency" "mean" 0.188840007695652
"10974" 28 "walking downstairs" "BodyAccMag" "frequency" "standarddeviation" -0.074058597676087
"10975" 28 "walking downstairs" "BodyAccMag" "time" "mean" 0.104359216580435
"10976" 28 "walking downstairs" "BodyAccMag" "time" "standarddeviation" 0.135465563932609
"10977" 28 "walking downstairs" "BodyAccX" "frequency" "mean" 0.0890721752173913
"10978" 28 "walking downstairs" "BodyAccX" "frequency" "standarddeviation" 0.137797082826087
"10979" 28 "walking downstairs" "BodyAccX" "time" "mean" 0.293642076521739
"10980" 28 "walking downstairs" "BodyAccX" "time" "standarddeviation" 0.125712887943478
"10981" 28 "walking downstairs" "BodyAccY" "frequency" "mean" 0.186441733869565
"10982" 28 "walking downstairs" "BodyAccY" "frequency" "standarddeviation" 0.065301199843913
"10983" 28 "walking downstairs" "BodyAccY" "time" "mean" -0.0220230465913043
"10984" 28 "walking downstairs" "BodyAccY" "time" "standarddeviation" 0.156496646504348
"10985" 28 "walking downstairs" "BodyAccZ" "frequency" "mean" -0.308161634195652
"10986" 28 "walking downstairs" "BodyAccZ" "frequency" "standarddeviation" -0.416940283043478
"10987" 28 "walking downstairs" "BodyAccZ" "time" "mean" -0.10858897408913
"10988" 28 "walking downstairs" "BodyAccZ" "time" "standarddeviation" -0.341031811521739
"10989" 28 "walking downstairs" "BodyGyroJerkMag" "frequency" "mean" -0.396720714347826
"10990" 28 "walking downstairs" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.464722244347826
"10991" 28 "walking downstairs" "BodyGyroJerkMag" "time" "mean" -0.340417305565217
"10992" 28 "walking downstairs" "BodyGyroJerkMag" "time" "standarddeviation" -0.407132335434783
"10993" 28 "walking downstairs" "BodyGyroJerkX" "time" "mean" -0.0266492977565217
"10994" 28 "walking downstairs" "BodyGyroJerkX" "time" "standarddeviation" -0.16394489726087
"10995" 28 "walking downstairs" "BodyGyroJerkY" "time" "mean" -0.0570410865136957
"10996" 28 "walking downstairs" "BodyGyroJerkY" "time" "standarddeviation" -0.424567878478261
"10997" 28 "walking downstairs" "BodyGyroJerkZ" "time" "mean" -0.077617393146087
"10998" 28 "walking downstairs" "BodyGyroJerkZ" "time" "standarddeviation" -0.336212734130435
"10999" 28 "walking downstairs" "BodyGyroMag" "frequency" "mean" -0.223354793921739
"11000" 28 "walking downstairs" "BodyGyroMag" "frequency" "standarddeviation" -0.362903836717391
"11001" 28 "walking downstairs" "BodyGyroMag" "time" "mean" -0.068246324026087
"11002" 28 "walking downstairs" "BodyGyroMag" "time" "standarddeviation" -0.22448414468913
"11003" 28 "walking downstairs" "BodyGyroX" "frequency" "mean" -0.0299969963043478
"11004" 28 "walking downstairs" "BodyGyroX" "frequency" "standarddeviation" -0.345453346086957
"11005" 28 "walking downstairs" "BodyGyroX" "time" "mean" -0.141096309502174
"11006" 28 "walking downstairs" "BodyGyroX" "time" "standarddeviation" -0.268106330991304
"11007" 28 "walking downstairs" "BodyGyroY" "frequency" "mean" -0.217100157608696
"11008" 28 "walking downstairs" "BodyGyroY" "frequency" "standarddeviation" -0.293108364565217
"11009" 28 "walking downstairs" "BodyGyroY" "time" "mean" 0.00710564286763044
"11010" 28 "walking downstairs" "BodyGyroY" "time" "standarddeviation" -0.259368686847826
"11011" 28 "walking downstairs" "BodyGyroZ" "frequency" "mean" -0.184392337071739
"11012" 28 "walking downstairs" "BodyGyroZ" "frequency" "standarddeviation" -0.416505886304348
"11013" 28 "walking downstairs" "BodyGyroZ" "time" "mean" 0.138622425584783
"11014" 28 "walking downstairs" "BodyGyroZ" "time" "standarddeviation" -0.307025006304348
"11015" 28 "walking downstairs" "GravityAccMag" "time" "mean" 0.104359216580435
"11016" 28 "walking downstairs" "GravityAccMag" "time" "standarddeviation" 0.135465563932609
"11017" 28 "walking downstairs" "GravityAccX" "time" "mean" 0.929291680434783
"11018" 28 "walking downstairs" "GravityAccX" "time" "standarddeviation" -0.956921542391304
"11019" 28 "walking downstairs" "GravityAccY" "time" "mean" -0.235897105217391
"11020" 28 "walking downstairs" "GravityAccY" "time" "standarddeviation" -0.948404212173913
"11021" 28 "walking downstairs" "GravityAccZ" "time" "mean" -0.121477255782609
"11022" 28 "walking downstairs" "GravityAccZ" "time" "standarddeviation" -0.91705975
"11023" 28 "walking upstairs" "BodyAccJerkMag" "frequency" "mean" -0.294433415745098
"11024" 28 "walking upstairs" "BodyAccJerkMag" "frequency" "standarddeviation" -0.374495907647059
"11025" 28 "walking upstairs" "BodyAccJerkMag" "time" "mean" -0.388086248235294
"11026" 28 "walking upstairs" "BodyAccJerkMag" "time" "standarddeviation" -0.325362338235294
"11027" 28 "walking upstairs" "BodyAccJerkX" "frequency" "mean" -0.318866730039216
"11028" 28 "walking upstairs" "BodyAccJerkX" "frequency" "standarddeviation" -0.37027368
"11029" 28 "walking upstairs" "BodyAccJerkX" "time" "mean" 0.0706831871117647
"11030" 28 "walking upstairs" "BodyAccJerkX" "time" "standarddeviation" -0.312671655921569
"11031" 28 "walking upstairs" "BodyAccJerkY" "frequency" "mean" -0.358009373333333
"11032" 28 "walking upstairs" "BodyAccJerkY" "frequency" "standarddeviation" -0.349026567647059
"11033" 28 "walking upstairs" "BodyAccJerkY" "time" "mean" 0.0222985408245098
"11034" 28 "walking upstairs" "BodyAccJerkY" "time" "standarddeviation" -0.331602407372549
"11035" 28 "walking upstairs" "BodyAccJerkZ" "frequency" "mean" -0.587813565294118
"11036" 28 "walking upstairs" "BodyAccJerkZ" "frequency" "standarddeviation" -0.68790763372549
"11037" 28 "walking upstairs" "BodyAccJerkZ" "time" "mean" 0.00749081657058823
"11038" 28 "walking upstairs" "BodyAccJerkZ" "time" "standarddeviation" -0.637488941176471
"11039" 28 "walking upstairs" "BodyAccMag" "frequency" "mean" -0.213519364760784
"11040" 28 "walking upstairs" "BodyAccMag" "frequency" "standarddeviation" -0.334626168823529
"11041" 28 "walking upstairs" "BodyAccMag" "time" "mean" -0.186240503960784
"11042" 28 "walking upstairs" "BodyAccMag" "time" "standarddeviation" -0.211928666470588
"11043" 28 "walking upstairs" "BodyAccX" "frequency" "mean" -0.266101343372549
"11044" 28 "walking upstairs" "BodyAccX" "frequency" "standarddeviation" -0.233726643921569
"11045" 28 "walking upstairs" "BodyAccX" "time" "mean" 0.262005841764706
"11046" 28 "walking upstairs" "BodyAccX" "time" "standarddeviation" -0.242062430294118
"11047" 28 "walking upstairs" "BodyAccY" "frequency" "mean" -0.190589069119608
"11048" 28 "walking upstairs" "BodyAccY" "frequency" "standarddeviation" -0.178554981115686
"11049" 28 "walking upstairs" "BodyAccY" "time" "mean" -0.0279443943478431
"11050" 28 "walking upstairs" "BodyAccY" "time" "standarddeviation" -0.146753877035294
"11051" 28 "walking upstairs" "BodyAccZ" "frequency" "mean" -0.401732939215686
"11052" 28 "walking upstairs" "BodyAccZ" "frequency" "standarddeviation" -0.281685159607843
"11053" 28 "walking upstairs" "BodyAccZ" "time" "mean" -0.121514025692157
"11054" 28 "walking upstairs" "BodyAccZ" "time" "standarddeviation" -0.28598691372549
"11055" 28 "walking upstairs" "BodyGyroJerkMag" "frequency" "mean" -0.662505819411765
"11056" 28 "walking upstairs" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.70485275745098
"11057" 28 "walking upstairs" "BodyGyroJerkMag" "time" "mean" -0.620279797647059
"11058" 28 "walking upstairs" "BodyGyroJerkMag" "time" "standarddeviation" -0.670132120784314
"11059" 28 "walking upstairs" "BodyGyroJerkX" "time" "mean" -0.080568055454902
"11060" 28 "walking upstairs" "BodyGyroJerkX" "time" "standarddeviation" -0.494282913529412
"11061" 28 "walking upstairs" "BodyGyroJerkY" "time" "mean" -0.0492552129156863
"11062" 28 "walking upstairs" "BodyGyroJerkY" "time" "standarddeviation" -0.690571101960784
"11063" 28 "walking upstairs" "BodyGyroJerkZ" "time" "mean" -0.0752610437019608
"11064" 28 "walking upstairs" "BodyGyroJerkZ" "time" "standarddeviation" -0.603568264117647
"11065" 28 "walking upstairs" "BodyGyroMag" "frequency" "mean" -0.534835409607843
"11066" 28 "walking upstairs" "BodyGyroMag" "frequency" "standarddeviation" -0.528187016862745
"11067" 28 "walking upstairs" "BodyGyroMag" "time" "mean" -0.263415282690196
"11068" 28 "walking upstairs" "BodyGyroMag" "time" "standarddeviation" -0.476923344705882
"11069" 28 "walking upstairs" "BodyGyroX" "frequency" "mean" -0.403636283921569
"11070" 28 "walking upstairs" "BodyGyroX" "frequency" "standarddeviation" -0.556383410588235
"11071" 28 "walking upstairs" "BodyGyroX" "time" "mean" -0.129362970764706
"11072" 28 "walking upstairs" "BodyGyroX" "time" "standarddeviation" -0.518818227843137
"11073" 28 "walking upstairs" "BodyGyroY" "frequency" "mean" -0.522066500784314
"11074" 28 "walking upstairs" "BodyGyroY" "frequency" "standarddeviation" -0.459989315686274
"11075" 28 "walking upstairs" "BodyGyroY" "time" "mean" 0.0212250958019608
"11076" 28 "walking upstairs" "BodyGyroY" "time" "standarddeviation" -0.479319521372549
"11077" 28 "walking upstairs" "BodyGyroZ" "frequency" "mean" -0.318210999529412
"11078" 28 "walking upstairs" "BodyGyroZ" "frequency" "standarddeviation" -0.22624337505098
"11079" 28 "walking upstairs" "BodyGyroZ" "time" "mean" 0.103720987705882
"11080" 28 "walking upstairs" "BodyGyroZ" "time" "standarddeviation" -0.189306812833333
"11081" 28 "walking upstairs" "GravityAccMag" "time" "mean" -0.186240503960784
"11082" 28 "walking upstairs" "GravityAccMag" "time" "standarddeviation" -0.211928666470588
"11083" 28 "walking upstairs" "GravityAccX" "time" "mean" 0.854508231764706
"11084" 28 "walking upstairs" "GravityAccX" "time" "standarddeviation" -0.944697800196078
"11085" 28 "walking upstairs" "GravityAccY" "time" "mean" -0.333223996666667
"11086" 28 "walking upstairs" "GravityAccY" "time" "standarddeviation" -0.927641087843137
"11087" 28 "walking upstairs" "GravityAccZ" "time" "mean" -0.265207858431373
"11088" 28 "walking upstairs" "GravityAccZ" "time" "standarddeviation" -0.900514013333333
"11089" 29 "laying" "BodyAccJerkMag" "frequency" "mean" -0.993998275797101
"11090" 29 "laying" "BodyAccJerkMag" "frequency" "standarddeviation" -0.994366667681159
"11091" 29 "laying" "BodyAccJerkMag" "time" "mean" -0.992725367826087
"11092" 29 "laying" "BodyAccJerkMag" "time" "standarddeviation" -0.994646916811594
"11093" 29 "laying" "BodyAccJerkX" "frequency" "mean" -0.992153982028986
"11094" 29 "laying" "BodyAccJerkX" "frequency" "standarddeviation" -0.99254347826087
"11095" 29 "laying" "BodyAccJerkX" "time" "mean" 0.0718861195971014
"11096" 29 "laying" "BodyAccJerkX" "time" "standarddeviation" -0.99200598942029
"11097" 29 "laying" "BodyAccJerkY" "frequency" "mean" -0.989398823913043
"11098" 29 "laying" "BodyAccJerkY" "frequency" "standarddeviation" -0.990468082753623
"11099" 29 "laying" "BodyAccJerkY" "time" "mean" 0.0116912059556522
"11100" 29 "laying" "BodyAccJerkY" "time" "standarddeviation" -0.989513565652174
"11101" 29 "laying" "BodyAccJerkZ" "frequency" "mean" -0.992018447826087
"11102" 29 "laying" "BodyAccJerkZ" "frequency" "standarddeviation" -0.993107759855072
"11103" 29 "laying" "BodyAccJerkZ" "time" "mean" 0.00241542784130435
"11104" 29 "laying" "BodyAccJerkZ" "time" "standarddeviation" -0.993288313333333
"11105" 29 "laying" "BodyAccMag" "frequency" "mean" -0.986800645362319
"11106" 29 "laying" "BodyAccMag" "frequency" "standarddeviation" -0.981599783623188
"11107" 29 "laying" "BodyAccMag" "time" "mean" -0.986493196666667
"11108" 29 "laying" "BodyAccMag" "time" "standarddeviation" -0.981572147681159
"11109" 29 "laying" "BodyAccX" "frequency" "mean" -0.986626999275362
"11110" 29 "laying" "BodyAccX" "frequency" "standarddeviation" -0.983432309130435
"11111" 29 "laying" "BodyAccX" "time" "mean" 0.287295196811594
"11112" 29 "laying" "BodyAccX" "time" "standarddeviation" -0.984219555507246
"11113" 29 "laying" "BodyAccY" "frequency" "mean" -0.989034304057971
"11114" 29 "laying" "BodyAccY" "frequency" "standarddeviation" -0.990680395362319
"11115" 29 "laying" "BodyAccY" "time" "mean" -0.0171965484202899
"11116" 29 "laying" "BodyAccY" "time" "standarddeviation" -0.990240946666667
"11117" 29 "laying" "BodyAccZ" "frequency" "mean" -0.989473926666667
"11118" 29 "laying" "BodyAccZ" "frequency" "standarddeviation" -0.986378776086957
"11119" 29 "laying" "BodyAccZ" "time" "mean" -0.109462068173913
"11120" 29 "laying" "BodyAccZ" "time" "standarddeviation" -0.987255149855072
"11121" 29 "laying" "BodyGyroJerkMag" "frequency" "mean" -0.997617389275362
"11122" 29 "laying" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.99758523057971
"11123" 29 "laying" "BodyGyroJerkMag" "time" "mean" -0.997322526811594
"11124" 29 "laying" "BodyGyroJerkMag" "time" "standarddeviation" -0.997666071594203
"11125" 29 "laying" "BodyGyroJerkX" "time" "mean" -0.0995339880724638
"11126" 29 "laying" "BodyGyroJerkX" "time" "standarddeviation" -0.99654254057971
"11127" 29 "laying" "BodyGyroJerkY" "time" "mean" -0.0386768295072464
"11128" 29 "laying" "BodyGyroJerkY" "time" "standarddeviation" -0.997081575652174
"11129" 29 "laying" "BodyGyroJerkZ" "time" "mean" -0.0674469666086956
"11130" 29 "laying" "BodyGyroJerkZ" "time" "standarddeviation" -0.995380794637681
"11131" 29 "laying" "BodyGyroMag" "frequency" "mean" -0.98400134173913
"11132" 29 "laying" "BodyGyroMag" "frequency" "standarddeviation" -0.976679046231884
"11133" 29 "laying" "BodyGyroMag" "time" "mean" -0.971923623043478
"11134" 29 "laying" "BodyGyroMag" "time" "standarddeviation" -0.977040093043478
"11135" 29 "laying" "BodyGyroX" "frequency" "mean" -0.99312260884058
"11136" 29 "laying" "BodyGyroX" "frequency" "standarddeviation" -0.994652185217391
"11137" 29 "laying" "BodyGyroX" "time" "mean" -0.0258281004782609
"11138" 29 "laying" "BodyGyroX" "time" "standarddeviation" -0.994276591304348
"11139" 29 "laying" "BodyGyroY" "frequency" "mean" -0.993696336521739
"11140" 29 "laying" "BodyGyroY" "frequency" "standarddeviation" -0.992240785652174
"11141" 29 "laying" "BodyGyroY" "time" "mean" -0.0761814357028986
"11142" 29 "laying" "BodyGyroY" "time" "standarddeviation" -0.992750957826087
"11143" 29 "laying" "BodyGyroZ" "frequency" "mean" -0.976184322608696
"11144" 29 "laying" "BodyGyroZ" "frequency" "standarddeviation" -0.976858964492754
"11145" 29 "laying" "BodyGyroZ" "time" "mean" 0.127411971652174
"11146" 29 "laying" "BodyGyroZ" "time" "standarddeviation" -0.97499461942029
"11147" 29 "laying" "GravityAccMag" "time" "mean" -0.986493196666667
"11148" 29 "laying" "GravityAccMag" "time" "standarddeviation" -0.981572147681159
"11149" 29 "laying" "GravityAccX" "time" "mean" -0.346789842753623
"11150" 29 "laying" "GravityAccX" "time" "standarddeviation" -0.972939889855073
"11151" 29 "laying" "GravityAccY" "time" "mean" 0.807535373478261
"11152" 29 "laying" "GravityAccY" "time" "standarddeviation" -0.99424764884058
"11153" 29 "laying" "GravityAccZ" "time" "mean" 0.590452224057971
"11154" 29 "laying" "GravityAccZ" "time" "standarddeviation" -0.98577817826087
"11155" 29 "sitting" "BodyAccJerkMag" "frequency" "mean" -0.990093703833333
"11156" 29 "sitting" "BodyAccJerkMag" "frequency" "standarddeviation" -0.989822909333333
"11157" 29 "sitting" "BodyAccJerkMag" "time" "mean" -0.990719807666667
"11158" 29 "sitting" "BodyAccJerkMag" "time" "standarddeviation" -0.990531729333333
"11159" 29 "sitting" "BodyAccJerkX" "frequency" "mean" -0.993445760166667
"11160" 29 "sitting" "BodyAccJerkX" "frequency" "standarddeviation" -0.9942201755
"11161" 29 "sitting" "BodyAccJerkX" "time" "mean" 0.0745438102516667
"11162" 29 "sitting" "BodyAccJerkX" "time" "standarddeviation" -0.993525560333333
"11163" 29 "sitting" "BodyAccJerkY" "frequency" "mean" -0.983883193
"11164" 29 "sitting" "BodyAccJerkY" "frequency" "standarddeviation" -0.985493318833333
"11165" 29 "sitting" "BodyAccJerkY" "time" "mean" 0.00598531404666667
"11166" 29 "sitting" "BodyAccJerkY" "time" "standarddeviation" -0.9840551
"11167" 29 "sitting" "BodyAccJerkZ" "frequency" "mean" -0.988470241
"11168" 29 "sitting" "BodyAccJerkZ" "frequency" "standarddeviation" -0.990445861666667
"11169" 29 "sitting" "BodyAccJerkZ" "time" "mean" 0.003167700952
"11170" 29 "sitting" "BodyAccJerkZ" "time" "standarddeviation" -0.990168733
"11171" 29 "sitting" "BodyAccMag" "frequency" "mean" -0.973346531833333
"11172" 29 "sitting" "BodyAccMag" "frequency" "standarddeviation" -0.971218019833333
"11173" 29 "sitting" "BodyAccMag" "time" "mean" -0.978017021833333
"11174" 29 "sitting" "BodyAccMag" "time" "standarddeviation" -0.9692903165
"11175" 29 "sitting" "BodyAccX" "frequency" "mean" -0.991093963666667
"11176" 29 "sitting" "BodyAccX" "frequency" "standarddeviation" -0.990617521
"11177" 29 "sitting" "BodyAccX" "time" "mean" 0.2771799775
"11178" 29 "sitting" "BodyAccX" "time" "standarddeviation" -0.9907450195
"11179" 29 "sitting" "BodyAccY" "frequency" "mean" -0.969609501666667
"11180" 29 "sitting" "BodyAccY" "frequency" "standarddeviation" -0.961693949333333
"11181" 29 "sitting" "BodyAccY" "time" "mean" -0.016630680375
"11182" 29 "sitting" "BodyAccY" "time" "standarddeviation" -0.963222497833333
"11183" 29 "sitting" "BodyAccZ" "frequency" "mean" -0.975623030833333
"11184" 29 "sitting" "BodyAccZ" "frequency" "standarddeviation" -0.965800974333333
"11185" 29 "sitting" "BodyAccZ" "time" "mean" -0.1104118192
"11186" 29 "sitting" "BodyAccZ" "time" "standarddeviation" -0.968063878166667
"11187" 29 "sitting" "BodyGyroJerkMag" "frequency" "mean" -0.995063049
"11188" 29 "sitting" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.994742028
"11189" 29 "sitting" "BodyGyroJerkMag" "time" "mean" -0.995392308166667
"11190" 29 "sitting" "BodyGyroJerkMag" "time" "standarddeviation" -0.994905344
"11191" 29 "sitting" "BodyGyroJerkX" "time" "mean" -0.0953636995833333
"11192" 29 "sitting" "BodyGyroJerkX" "time" "standarddeviation" -0.9933220295
"11193" 29 "sitting" "BodyGyroJerkY" "time" "mean" -0.040001843485
"11194" 29 "sitting" "BodyGyroJerkY" "time" "standarddeviation" -0.995319164666667
"11195" 29 "sitting" "BodyGyroJerkZ" "time" "mean" -0.047000897695
"11196" 29 "sitting" "BodyGyroJerkZ" "time" "standarddeviation" -0.9928337675
"11197" 29 "sitting" "BodyGyroMag" "frequency" "mean" -0.980269425833333
"11198" 29 "sitting" "BodyGyroMag" "frequency" "standarddeviation" -0.971011373
"11199" 29 "sitting" "BodyGyroMag" "time" "mean" -0.962377332166667
"11200" 29 "sitting" "BodyGyroMag" "time" "standarddeviation" -0.971578024666667
"11201" 29 "sitting" "BodyGyroX" "frequency" "mean" -0.988393569
"11202" 29 "sitting" "BodyGyroX" "frequency" "standarddeviation" -0.990727755166667
"11203" 29 "sitting" "BodyGyroX" "time" "mean" -0.0379271112333333
"11204" 29 "sitting" "BodyGyroX" "time" "standarddeviation" -0.990178704833333
"11205" 29 "sitting" "BodyGyroY" "frequency" "mean" -0.990329245333333
"11206" 29 "sitting" "BodyGyroY" "frequency" "standarddeviation" -0.987259808666667
"11207" 29 "sitting" "BodyGyroY" "time" "mean" -0.0755797672133333
"11208" 29 "sitting" "BodyGyroY" "time" "standarddeviation" -0.988334019666667
"11209" 29 "sitting" "BodyGyroZ" "frequency" "mean" -0.9739335945
